family,filename,file_path,parsed_date,session_rank,label,segment_kind,segment_source,segment_context,start_sample,end_sample,expected_duration_sec,segment_index,start_time_sec,end_time_sec,duration_sec,duration_error_sec
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,79300,81593,8.0,37,318.23577880859375,327.43772888183594,9.205963134765625,1.205963134765625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,81594,82998,5.0,38,327.4417419433594,333.0760803222656,5.6383514404296875,0.6383514404296875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,82999,84973,8.0,39,333.08009338378906,341.0018768310547,7.9257965087890625,-0.0742034912109375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,84974,88040,15.0,40,341.0058898925781,353.3099365234375,12.308059692382812,-2.6919403076171875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,88041,90150,8.0,41,353.31394958496094,361.7774963378906,8.467559814453125,0.467559814453125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,90151,91497,5.0,42,361.78150939941406,367.18309020996094,5.4055938720703125,0.4055938720703125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,91498,93101,8.0,43,367.1871032714844,373.6200408935547,6.43695068359375,-1.56304931640625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,93102,95144,15.0,44,373.6240539550781,381.8187255859375,8.198684692382812,-6.8013153076171875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,95145,97209,8.0,45,381.82273864746094,390.10569763183594,8.286972045898438,0.2869720458984375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,97210,98747,5.0,46,390.1097106933594,396.2777862548828,6.172088623046875,1.172088623046875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,98748,100825,8.0,47,396.28179931640625,404.61692810058594,8.339141845703125,0.339141845703125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,100826,103756,15.0,48,404.6209411621094,416.37921142578125,11.762283325195312,-3.2377166748046875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,103757,105960,8.0,49,416.3832244873047,425.2239990234375,8.84478759765625,0.84478759765625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,105961,107020,5.0,50,425.22801208496094,429.47784423828125,4.25384521484375,-0.74615478515625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,107021,109163,8.0,51,429.4818572998047,438.0778350830078,8.599990844726562,0.5999908447265625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,109164,111448,15.0,52,438.08184814453125,447.2476806640625,9.169845581054688,-5.8301544189453125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,111449,113625,8.0,53,447.25169372558594,455.98411560058594,8.736434936523438,0.7364349365234375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,113626,115470,5.0,54,455.9881286621094,463.3882141113281,7.4040985107421875,2.4040985107421875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,115471,117486,8.0,55,463.39222717285156,471.4785461425781,8.09033203125,0.09033203125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,117487,121861,15.0,56,471.48255920410156,489.0356903076172,17.557144165039062,2.5571441650390625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,121862,124297,8.0,57,489.0397033691406,498.81150817871094,9.77581787109375,1.77581787109375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,124298,126214,5.0,58,498.8155212402344,506.5045471191406,7.6930389404296875,2.6930389404296875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,126215,128373,8.0,59,506.50856018066406,515.1687469482422,8.664199829101562,0.6641998291015625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,128374,131749,15.0,60,515.1727600097656,528.7168426513672,13.548095703125,-1.451904296875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,131750,133919,8.0,61,528.7208557128906,537.4251861572266,8.708343505859375,0.708343505859375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,133920,135017,5.0,62,537.42919921875,541.8315277099609,4.406341552734375,-0.593658447265625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,135018,137101,8.0,63,541.8355407714844,550.1947479248047,8.36322021484375,0.36322021484375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,137102,139174,15.0,64,550.1987609863281,558.5138244628906,8.319076538085938,-6.6809234619140625
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,139175,141320,8.0,65,558.5178375244141,567.1258544921875,8.612030029296875,0.612030029296875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,141321,142921,5.0,66,567.1298675537109,573.5507659912109,6.4249114990234375,1.4249114990234375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,142922,145222,8.0,67,573.5547790527344,582.7848205566406,9.234054565429688,1.2340545654296875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_movement1,145223,147121,15.0,68,582.7888336181641,590.4056243896484,7.6208038330078125,-7.3791961669921875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,HOLD,movement1,marker_1_to_2,,147122,149260,8.0,69,590.4096374511719,598.9895629882812,8.583938598632812,0.5839385986328125
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement1_to_movement2,149261,150689,5.0,70,598.9935760498047,604.7242279052734,5.7346649169921875,0.7346649169921875
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REPEATED,movement2,marker_3_to_4,,150690,152672,8.0,71,604.7282409667969,612.68212890625,7.9579010009765625,-0.0420989990234375
jaw,HR-3-8-26-(02).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-8-26-(02).csv,2026-03-08,2,REST,rest,inferred_between_active_gaps,movement2_to_end_of_recording,152673,180375,,72,612.6861419677734,723.8559722900391,111.17384338378906,
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,BASELINE,baseline,inferred_pre_first_active_gap,start_to_first_active,0,11250,45.0,0,0.0,45.146942138671875,45.15095520019531,0.1509552001953125
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,HOLD,movement1,marker_1_to_2,,11251,13430,8.0,1,45.15095520019531,53.895416259765625,8.74847412109375,0.74847412109375
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement1_to_movement2,13431,14856,5.0,2,53.89942932128906,59.6180419921875,5.722625732421875,0.722625732421875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REPEATED,movement2,marker_3_to_4,,14857,17025,8.0,3,59.62205505371094,68.32237243652344,8.704330444335938,0.7043304443359375
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement2_to_movement1,17026,20929,15.0,4,68.32638549804688,83.98936462402344,15.6669921875,0.6669921875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,HOLD,movement1,marker_1_to_2,,20930,23188,8.0,5,83.99337768554688,93.05487060546875,9.065505981445312,1.0655059814453125
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement1_to_movement2,23189,24617,5.0,6,93.05888366699219,98.78953552246094,5.7346649169921875,0.7346649169921875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REPEATED,movement2,marker_3_to_4,,24618,26761,8.0,7,98.79354858398438,107.39353942871094,8.60400390625,0.60400390625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement2_to_movement1,26762,30753,15.0,8,107.39755249023438,123.41368103027344,16.0201416015625,1.0201416015625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,HOLD,movement1,marker_1_to_2,,30754,32941,8.0,9,123.41769409179688,132.1942596435547,8.78057861328125,0.78057861328125
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement1_to_movement2,32942,34482,5.0,10,132.19827270507812,138.37838745117188,6.1841278076171875,1.1841278076171875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REPEATED,movement2,marker_3_to_4,,34483,36712,8.0,11,138.3824005126953,147.3275146484375,8.949127197265625,0.949127197265625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement2_to_movement1,36713,40584,15.0,12,147.33152770996094,162.8660888671875,15.53857421875,0.53857421875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,HOLD,movement1,marker_1_to_2,,40585,42798,8.0,13,162.87010192871094,171.75100708007812,8.884918212890625,0.884918212890625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement1_to_movement2,42799,44176,5.0,14,171.75502014160156,177.281005859375,5.529998779296875,0.529998779296875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REPEATED,movement2,marker_3_to_4,,44177,46387,8.0,15,177.28501892089844,186.1538848876953,8.872879028320312,0.8728790283203125
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement2_to_movement1,46388,50306,15.0,16,186.15789794921875,201.88107299804688,15.727188110351562,0.7271881103515625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,HOLD,movement1,marker_1_to_2,,50307,52480,8.0,17,201.8850860595703,210.60546875,8.724395751953125,0.724395751953125
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement1_to_movement2,52481,53919,5.0,18,210.60948181152344,216.38026428222656,5.7747955322265625,0.7747955322265625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REPEATED,movement2,marker_3_to_4,,53920,56034,8.0,19,216.38427734375,224.86788940429688,8.487625122070312,0.4876251220703125
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement2_to_movement1,56035,59950,15.0,20,224.8719024658203,240.58303833007812,15.71514892578125,0.71514892578125
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,HOLD,movement1,marker_1_to_2,,59951,62094,8.0,21,240.58705139160156,249.18704223632812,8.60400390625,0.60400390625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement1_to_movement2,62095,63459,5.0,22,249.19105529785156,254.6648712158203,5.4778289794921875,0.4778289794921875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REPEATED,movement2,marker_3_to_4,,63460,65548,8.0,23,254.66888427734375,263.04815673828125,8.383285522460938,0.3832855224609375
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement2_to_movement1,65549,69539,15.0,24,263.0521697998047,279.0642852783203,16.016128540039062,1.0161285400390625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,HOLD,movement1,marker_1_to_2,,69540,71578,8.0,25,279.06829833984375,287.2469177246094,8.182632446289062,0.1826324462890625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement1_to_movement2,71579,72799,5.0,26,287.2509307861328,292.14686584472656,4.8999481201171875,-0.1000518798828125
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REPEATED,movement2,marker_3_to_4,,72800,74836,8.0,27,292.15087890625,300.32147216796875,8.174606323242188,0.1746063232421875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement2_to_movement1,74837,78700,15.0,28,300.3254852294922,315.82794189453125,15.5064697265625,0.5064697265625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,HOLD,movement1,marker_1_to_2,,78701,80768,8.0,29,315.8319549560547,324.126953125,8.29901123046875,0.29901123046875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement1_to_movement2,80769,82009,5.0,30,324.13096618652344,329.10716247558594,4.9802093505859375,-0.0197906494140625
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REPEATED,movement2,marker_3_to_4,,82010,84050,8.0,31,329.1111755371094,337.2978210449219,8.190658569335938,0.1906585693359375
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement2_to_movement1,84051,87819,15.0,32,337.3018341064453,352.4230499267578,15.125228881835938,0.1252288818359375
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,HOLD,movement1,marker_1_to_2,,87820,89086,8.0,33,352.42706298828125,357.5075988769531,5.0845489501953125,-2.9154510498046875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement1_to_movement1,89087,97616,,34,357.51161193847656,391.739013671875,34.231414794921875,
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,HOLD,movement1,marker_1_to_2,,97617,99797,8.0,35,391.74302673339844,400.4915008544922,8.752487182617188,0.7524871826171875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement1_to_movement2,99798,101113,5.0,36,400.4955139160156,405.77268981933594,5.28118896484375,0.28118896484375
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REPEATED,movement2,marker_3_to_4,,101114,103179,8.0,37,405.7767028808594,414.0636749267578,8.290985107421875,0.290985107421875
jaw,HR-3-15-26-(03).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EMG_JvsN/HR-3-15-26-(03).csv,2026-03-15,3,REST,rest,inferred_between_active_gaps,movement2_to_end_of_recording,103180,104967,,38,414.06768798828125,421.23902893066406,7.17535400390625,
left_right,LR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EEG_LR/LR-2-27-26-(01).csv,2026-02-27,1,BASELINE,baseline,inferred_pre_first_active_gap,start_to_first_active,0,11908,45.0,0,0.0,47.78753662109375,47.79154968261719,2.7915496826171875
left_right,LR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EEG_LR/LR-2-27-26-(01).csv,2026-02-27,1,LEFT,movement1,marker_1_to_2,,11909,16271,8.0,1,47.79154968261719,65.29652404785156,17.508987426757812,9.508987426757812
left_right,LR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EEG_LR/LR-2-27-26-(01).csv,2026-02-27,1,REST,rest,inferred_between_active_gaps,movement1_to_movement1,16272,28765,,2,65.300537109375,115.43571472167969,50.139190673828125,
left_right,LR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EEG_LR/LR-2-27-26-(01).csv,2026-02-27,1,LEFT,movement1,marker_1_to_2,,28766,30708,8.0,3,115.43972778320312,123.23309326171875,7.7973785400390625,-0.2026214599609375
left_right,LR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EEG_LR/LR-2-27-26-(01).csv,2026-02-27,1,REST,rest,inferred_between_active_gaps,movement1_to_movement2,30709,32303,5.0,4,123.23710632324219,129.63392639160156,6.4008331298828125,1.4008331298828125
left_right,LR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EEG_LR/LR-2-27-26-(01).csv,2026-02-27,1,RIGHT,movement2,marker_3_to_4,,32304,33732,8.0,5,129.637939453125,135.36859130859375,5.7346649169921875,-2.2653350830078125
left_right,LR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EEG_LR/LR-2-27-26-(01).csv,2026-02-27,1,REST,rest,inferred_between_active_gaps,movement2_to_movement1,33733,37518,15.0,6,135.3726043701172,150.56204223632812,15.193450927734375,0.193450927734375
left_right,LR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EEG_LR/LR-2-27-26-(01).csv,2026-02-27,1,LEFT,movement1,marker_1_to_2,,37519,39698,8.0,7,150.56605529785156,159.31051635742188,8.74847412109375,0.74847412109375
left_right,LR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EEG_LR/LR-2-27-26-(01).csv,2026-02-27,1,REST,rest,inferred_between_active_gaps,movement1_to_movement2,39699,40585,5.0,8,159.3145294189453,162.87010192871094,3.5595855712890625,-1.4404144287109375
left_right,LR-2-27-26-(01).csv,/Users/yanivnaggar/Desktop/Spring 2026/IS/OPENBCI_runs/Yaniv/EEG_LR/LR-2-27-26-(01).csv,2026-02-27,1,RIGHT,movement2,marker_3_to_4,,40586,42905,8.0,9,162.87411499023438,172.18040466308594,9.310302734375,1.310302734375
